traincgf,0.0482,"197,265,625",10,0.002,0.1,,
traincgf,0.0386,"330,625",20,0.002,0.1,,
traincgf,0.0299,"447,578,125",30,0.002,0.1,,
traincgf,0.0264,"55,015,625",40,0.002,0.1,,
traincgf,0.0285,"58,296,875",50,0.002,0.1,,
traincgf,0.0270,"662,734,375",60,0.002,0.1,,
traincgf,0.0257,"780,625",70,0.002,0.1,,
traincgf,0.0223,8.5,80,0.002,0.1,,
traincgf,0.0221,"9,415,625",90,0.002,0.1,,
traincgf,0.0197,"9,325",100,0.002,0.1,,
