funcion_entrenamiento,avg_c,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,tiempo_entrenamiento,max_fail,alpha,beta
traincgf,0.024625,140.35,11,14.65,5.95,248.1,113.95,13.35,18.4,6634.25,8.1703125,90,0.003,0.7
