funcion_entrenamiento,avg_c,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,tiempo_entrenamiento,max_fail,alpha,beta
traincgf,0.031875,133.45,16.6,15.95,16.6,214.75,136.65,11.85,31.85,6622.3,4.2484375,30,0.002,0.3
