funcion_entrenamiento,avg_c,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,tiempo_entrenamiento,max_fail,alpha,beta
traincgf,0.0445277777777778,132.4,16.05,17.55,12.95,124.25,230.8,19,24.25,6622.75,2.84609375,20,0.004,0.3
