funcion_entrenamiento,n_neurons,avg_c,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,tiempo_entrenamiento
traincgf,123,0.0441666666666667,134.6,15.5,15.9,2.5,114.3,251.2,20.4,12.5,6633.1,26.384375
traincgf,124,0.0486666666666667,119.7,16.5,29.8,1.7,90.8,275.5,16.4,10.5,6639.1,20.9875
traincgf,125,0.0439166666666667,123.5,14.2,28.3,2.2,124,241.8,17.5,12.2,6636.3,29.3609375
traincgf,126,0.0484583333333333,131.4,14.3,20.3,2,81.6,284.4,18.2,9.7,6638.1,21.6140625
traincgf,127,0.0429027777777778,134.6,16,15.4,1.4,120.8,245.8,18.1,12.2,6635.7,26.959375
traincgf,128,0.0472916666666667,130,17.5,18.5,1.3,93.8,272.9,18.9,11.4,6635.7,21.5265625
traincgf,129,0.0428194444444444,132.9,17.5,15.6,2,123.4,242.6,18.3,12.3,6635.4,31.240625
traincgf,130,0.0486944444444444,131.4,17.9,16.7,2.2,81.4,284.4,19.8,9.6,6636.6,23.9296875
traincgf,131,0.0515,127.8,15.8,22.4,1.4,62.2,304.4,19.6,7.2,6639.2,22.2859375
traincgf,132,0.04825,132.1,17,16.9,2.6,83.9,281.5,19.1,10.3,6636.6,24.1390625
traincgf,133,0.05175,123,16.2,26.8,2,63.5,302.5,16.6,8.5,6640.9,22.2421875
traincgf,134,0.0483888888888889,128.2,16,21.8,1.6,86.2,280.2,18.4,10.4,6637.2,25.8171875
traincgf,135,0.0454027777777778,135.1,15.3,15.6,1.2,102.3,264.5,19.9,10.4,6635.7,28.9171875
traincgf,136,0.0479583333333333,130.2,17.1,18.7,1.6,88.1,278.3,19.4,10.2,6636.4,25.3390625
traincgf,137,0.0468194444444444,129.9,17.4,18.7,1.3,96.9,269.8,18.5,11.4,6636.1,25.34375
traincgf,138,0.046625,128.7,19,18.3,1.1,99.1,267.8,17.4,12.1,6636.5,28.81875
traincgf,139,0.0514583333333333,121.3,18.7,26,1.7,66.4,299.9,15.3,8.9,6641.8,20.6109375
traincgf,140,0.0509166666666667,114.3,18.8,32.9,1.7,77.2,289.1,14.2,9.9,6641.9,23.8015625
traincgf,141,0.0476666666666667,124.3,15.8,25.9,1.8,94.1,272.1,16.4,11.2,6638.4,27.4609375
traincgf,142,0.0530972222222222,124.8,17.2,24,1.7,51.4,314.9,16.6,7.9,6641.5,22.85625
traincgf,143,0.0545833333333333,117.9,17.5,30.6,1.8,47.6,318.6,16.5,8,6641.5,20.61875
traincgf,144,0.0458472222222222,130.5,13.7,21.8,1.9,103.6,262.5,18.1,12.1,6635.8,31.6890625
traincgf,145,0.0510138888888889,125.5,13.9,26.6,2,67.4,298.6,16.6,9.6,6639.8,23.665625
traincgf,146,0.0486527777777778,130.3,16.9,18.8,2.3,79.5,286.2,16.8,9.3,6639.9,27.6625
traincgf,147,0.046125,134.5,12.3,19.2,1.7,97.9,268.4,20.4,10.1,6635.5,31.7796875
traincgf,148,0.0509861111111111,131.5,12.8,21.7,2.1,63.2,302.7,19.1,8.7,6638.2,22.0828125
traincgf,149,0.0514305555555556,123.2,13.8,29,2.2,65.7,300.1,17,8.2,6640.8,25.128125
traincgf,150,0.0466527777777778,126.6,16.7,22.7,1.5,98.1,268.4,16.4,10.2,6639.4,30.6125
