funcion_entrenamiento,avg_c,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,tiempo_entrenamiento,max_fail,alpha,beta
traincgf,0.0312291666666667,131.8,17.6,16.6,14.6,217.4,136,12.75,27.3,6625.95,4.07109375,30,0.001,0.3
