funcion_entrenamiento,avg_c,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,tiempo_entrenamiento,max_fail,alpha,beta
traincgf,0.0291111111111111,131.95,19.35,14.7,11.6,236.55,119.85,13.95,30.15,6621.9,5.1109375,40,0.003,0.3
