funcion_entrenamiento,avg_c,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,tiempo_entrenamiento,max_fail,alpha,beta
traincgf,0.0332013888888889,131.9,18.05,16.05,12.8,202.9,152.3,12.55,27.3,6626.15,4.440625,40,0.004,0.3
