traincgb,0.035986111,3.48359375,10,0.001,0.1
traincgb,0.025701389,5.20703125,20,0.001,0.1
traincgb,0.024409722,5.63671875,30,0.001,0.1
traincgb,0.022194444,7.00546875,40,0.001,0.1
traincgb,0.0200625,8.48359375,50,0.001,0.1
traincgb,0.02025,8.6546875,60,0.001,0.1
traincgb,0.049055556,1.86953125,70,0.001,0.1
traincgb,0.047895833,2.0375,80,0.001,0.1
traincgb,0.043236111,2.22578125,90,0.001,0.1
traincgb,0.045826389,1.99296875,100,0.001,0.1
