funcion_entrenamiento,avg_c,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,tiempo_entrenamiento,max_fail,alpha,beta
traincgb,0.0589791666666667,108.55,19.1,38.35,3.7,17.85,346.45,12.15,4.9,6648.95,1.4765625,20,0.002,0.9
