funcion_entrenamiento,avg_c,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,tiempo_entrenamiento,max_fail,alpha,beta
traincgb,0.0570625,116.7,15.95,33.35,3.6,24.6,339.8,12.3,5.85,6647.85,1.75859375,70,0.002,0.9
